
"1200","TD4080E.TXT.r_126"," ji srid nam 'khor ba ma stongs kyi bar  du 'gro ba rnams sgrol bar byed pa ste / / ","0.0#TD4068E.TXT.r#570992#570993#TD4068E.TXT.r_5;TD4068E.TXT.r_4;TD4068E.TXT.r_6# 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / ","0.009#TD4084E.TXT.r#1277482#1277483#TD4084E.TXT.r_4;TD4084E.TXT.r_5# chos rnam par nges pa zhes bya ba'i rab tu byed  pa ; / +'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / ","0.023#TD4059E.TXT.r#413020#413020#TD4059E.TXT.r_4;TD4059E.TXT.r_5# phung po lnga'i rab tu byed pa / / +'jam dpal  gzhon nur gyur pa la phyag 'tshal lo // / "
"1209","TD4080E.TXT.r_127;TD4080E.TXT.r_128"," pha rol tu phyin pa'i theg pa la gnas pa'i rim pa'o //// / +bi kra sh'i la'i pandi ta ratna k'i rtis mdzad pa dge ba'i sdong po zhes bya ba rdzogs so //// / "
"120","TD4080E.TXT.r_18;TD4080E.TXT.r_19"," de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"1210","TD4080E.TXT.r_127;TD4080E.TXT.r_128"," pha rol tu phyin pa'i theg pa la gnas pa'i rim pa'o //// / +bi kra sh'i la'i pandi ta ratna k'i rtis mdzad pa dge ba'i sdong po zhes bya ba rdzogs so //// / "
"121","TD4080E.TXT.r_18;TD4080E.TXT.r_19"," de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"1220","TD4080E.TXT.r_128;TD4080E.TXT.r_129"," bi kra sh'i la'i pandi ta ratna k'i rtis mdzad pa dge ba'i sdong po zhes bya ba rdzogs so //// / +pandi ta bidy'a ka ra sing ha dang  lo ts'a ba manydzu shr'i wa rmas bsgyur ba'o //// / "
"122","TD4080E.TXT.r_18;TD4080E.TXT.r_19"," de thob par byed pa'i rgyu ni dge ba'i chos te / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"1230","TD4080E.TXT.r_129;TD4036E.TXT.r_1"," pandi ta bidy'a ka ra sing ha dang  lo ts'a ba manydzu shr'i wa rmas bsgyur ba'o //// / +rnal 'byor spyod pa'i sa las nyan thos kyi sa / / ","0.015#TD4094.2E.TXT.r#1900237#1900239#TD4094.2E.TXT.r_2047;TD4094.2E.TXT.r_2048# yang dag pa'i las kyi mtha' gang zhe na / / +srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spong ba ste / / "
"123","TD4080E.TXT.r_19"," srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / "
"12","TD4080E.TXT.r_4;TD4080E.TXT.r_5"," dge ba'i sdong po zhes bya ba'i rab tu byed pa / / +'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / "
"130","TD4080E.TXT.r_19;TD4080E.TXT.r_20"," srog gcod pa spong ba dang  ma byin par len pa spong ba dang  'dod pas log par gyem pa spyod pa spong ba dang  brdzun du smra ba spong ba dang  dbyen byed pa spong ba dang  tshig     // / +rtsub po las log pa dang  ngag 'khyal ba spong ba dang  brnab sems spong ba dang  gnod sems spong ba dang  log par lta ba spong ba dang  myos par 'gyur ba 'thung ba spong ba dang  log pas 'tsho ba spong ba dang  rnam par 'tshe ba spong ba dang   ser sna spong ba dang  mu stegs pa rnams la gus par mchod pa dang phyag byed pa spong ba dang  sems can thams cad la byams pa'i sems med pa spangs te / / ","0.0#TD4059E.TXT.r#413020#413020#TD4059E.TXT.r_4;TD4059E.TXT.r_5# phung po lnga'i rab tu byed pa / / +'jam dpal  gzhon nur gyur pa la phyag 'tshal lo // / "
"13","TD4080E.TXT.r_4;TD4080E.TXT.r_5;TD4080E.TXT.r_6"," dge ba'i sdong po zhes bya ba'i rab tu byed pa / / +'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / +'khor ba dang mya ngan las 'das pa dang  sdug bsngal dang bde ba dang  ngan 'gro dang  bde 'gro dang  de dag gi rgyu rnams rtogs par byas la / / "
"140","TD4080E.TXT.r_20"," rtsub po las log pa dang  ngag 'khyal ba spong ba dang  brnab sems spong ba dang  gnod sems spong ba dang  log par lta ba spong ba dang  myos par 'gyur ba 'thung ba spong ba dang  log pas 'tsho ba spong ba dang  rnam par 'tshe ba spong ba dang   ser sna spong ba dang  mu stegs pa rnams la gus par mchod pa dang phyag byed pa spong ba dang  sems can thams cad la byams pa'i sems med pa spangs te / / ","0.024#TD4059E.TXT.r#413020#413020#TD4059E.TXT.r_4;TD4059E.TXT.r_5# phung po lnga'i rab tu byed pa / / +'jam dpal  gzhon nur gyur pa la phyag 'tshal lo // / ","0.024#TD4068E.TXT.r#570992#570992#TD4068E.TXT.r_5# 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / "
"14","TD4080E.TXT.r_5;TD4080E.TXT.r_6"," 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / +'khor ba dang mya ngan las 'das pa dang  sdug bsngal dang bde ba dang  ngan 'gro dang  bde 'gro dang  de dag gi rgyu rnams rtogs par byas la / / "
"150","TD4080E.TXT.r_20"," rtsub po las log pa dang  ngag 'khyal ba spong ba dang  brnab sems spong ba dang  gnod sems spong ba dang  log par lta ba spong ba dang  myos par 'gyur ba 'thung ba spong ba dang  log pas 'tsho ba spong ba dang  rnam par 'tshe ba spong ba dang   ser sna spong ba dang  mu stegs pa rnams la gus par mchod pa dang phyag byed pa spong ba dang  sems can thams cad la byams pa'i sems med pa spangs te / / "
"15","TD4080E.TXT.r_5;TD4080E.TXT.r_6"," 'jam dpal gzhon nur gyur pa la phyag 'tshal lo // / +'khor ba dang mya ngan las 'das pa dang  sdug bsngal dang bde ba dang  ngan 'gro dang  bde 'gro dang  de dag gi rgyu rnams rtogs par byas la / / "
